12,28
52,44
11,27
49,41
8,16
58,49
1,18
62,47
2,47
54,47
5,12
59,38
12,30
47,39
6,21
38,46
21,31
46,38
30,39
38,31
3,21
60,59
21,53
57,42
53,60
